cust_id,cust_name,cust_email,cust_phone,cust_addr,cust_city,cust_state,cust_country,cust_postal,cust_seg,acq_date,cust_status,ltv_calc,cust_rep,last_purch_dt
CUST00931,Donald Jackson,donald.jackson@yahoo.com,+1-178-362-9507,1050 Lake Pl,Jacksonville,WI,USA,95592,IND,2021-03-15,Inactive,3854.56,REP025,2023-01-01
CUST00932,Jessica Davis,jdavis@company.com,(806) 873-8200,7055 Washington Pl,New York,AL,USA,62768,WHS,2023-03-19,Inactive,48395.62,REP026,2023-04-14
CUST00933,Sarah Rivera,riveras@business.net,693-607-2076,3091 Cedar Dr,San Antonio,AK,USA,80060,IND,2021-10-08,Inactive,44096.08,REP035,2023-02-27
CUST00934,Emily Gonzalez,emily.gonzalez@example.org,+1-802-482-6532,1944 Cedar Ave,Denver,NE,USA,50739,RET,2024-06-30,Active,38936.45,REP016,2024-09-25
CUST00935,Paul Scott,paul.scott@example.org,4726316098,6999 Pine Way,Detroit,NM,Germany,H8Y 2E1,NPO,2022-02-27,Suspended,22922.68,REP023,2025-03-24
CUST00936,Andrew Lewis,alewis@outlook.com,(375) 359-2302,1290 Washington Way,Houston,CT,USA,35984,NPO,2023-09-12,Active,ERROR,REP011,2024-10-25
CUST00937,Deborah Johnson,deborah_johnson@business.net,,4852 Pine Ln,Dallas,MI,France,Z7A 1H1,ENT,2022-11-13,Churned,47768.52,REP042,2023-10-28
CUST00938,Elizabeth Young,eyoung@outlook.com,(844) 884-8291,9617 Elm Pl,New York,PA,USA,8783,ENT,2021-11-03,Churned,45944.21,REP024,2023-01-28
CUST00939,Global Solutions,global.solutions@outlook.com,(585) 932-8592,5095 Maple Ln,Dallas,ME,USA,85507,EDU,2023-04-24,Inactive,41781.81,REP048,2024-01-14
CUST00940,Donald Hall,donald_hall@gmail.com,+1-377-413-8552,9685 Maple Rd,Austin,UT,USA,37899,RET,2024-11-30,Active,8199.08,REP018,2025-01-14
CUST00941,Steven Hill,hills@gmail.com,+1-141-976-5433,1572 Pine Blvd,Boston,VA,UK,L3Z 9G4,IND,2023-09-24,Inactive,26790.27,REP031,2023-12-26
CUST00942,Betty Nelson,nelsonb#outlook.com,8468462060,714 Hill Dr,Chicago,WA,Japan,D2N 2C5,NPO,2023-10-05,Inactive,19153.05,REP042,2024-02-09
CUST00943,Global Solutions,global_solutions@example.org,+1-827-289-4951,9267 Lake Pl,New York,AR,USA,25859,MID,2022-05-09,Churned,8711.84,REP007,2022-09-09
CUST00944,Precision Manufacturing,precision_manufacturing@business.net,+1-662-320-6914,6694 Hill Blvd,Houston,WY,USA,34761,IND,2021-12-01,Churned,ERROR,REP038,2022-11-05
CUST00945,Mary Lewis,mary_lewis@business.net,869-926-4683,4572 Hill Dr,Washington,GA,USA,74449,GOV,2021-04-06,Churned,43275.07,REP044,2022-08-22
CUST00946,Delta Dynamics,delta_dynamics@yahoo.com,,7909 Elm St,Los Angeles,IL,USA,29551,SMB,2023-08-31,Suspended,48750.93,REP026,2024-06-19
CUST00947,Joseph Brown,joseph.brown@yahoo.com,+1-894-878-1642,1517 Washington Ln,Phoenix,TN,USA,72735,EDU,2022-03-20,Churned,17195.64,REP036,2022-12-01
CUST00948,Strategic Partners,strategic.partners@company.com,232-253-9729,7724 Maple Rd,Charlotte,UT,USA,85986,STR,2021-05-07,Inactive,11730.57,REP015,2023-05-10
CUST00949,Stephanie Campbell,stephanie.campbell#company.com,111-373-4236,8838 Pine Ln,Fort Worth,SD,USA,57192,IND,2024-12-02,Active,31334.25,REP001,2025-03-03
CUST00950,Horizon Group,horizon_group@hotmail.com,(494) 653-1271,6123 Lake Rd,San Francisco,SC,USA,13947,EDU,2024-04-28,Suspended,7358.93,REP029,
CUST00951,Integrated Systems,isystems@yahoo.com,(567) 728-8679,3999 Maple Ave,Washington,NC,USA,98367,NPO,2023-12-21,Pending,39913.6,REP050,2024-06-23
CUST00952,ABC Corp,acorp@business.net,9486819714,4140 Maple Ln,Detroit,SC,USA,40292,RET,2021-01-24,Churned,15589.94,REP031,2023-04-15
CUST00953,Elizabeth Miller,elizabeth_miller@business.net,4289065685,6035 Washington Ln,San Antonio,CA,USA,38468,SMB,2022-10-29,Churned,ERROR,REP006,2023-10-24
CUST00954,Tech Innovations,tech_innovations@hotmail.com,(821) 946-4045,7080 Washington St,Houston,PA,USA,49631,RET,2022-02-22,Suspended,19876.89,REP047,
CUST00955,Spectrum Brands,spectrum.brands@example.org,745-386-2496,8220 Oak Way,San Jose,WY,USA,93689,RET,2021-11-12,Churned,14349.65,REP049,2024-03-07
CUST00956,Sarah Rivera,sarah.rivera@hotmail.com,7754397373,5748 Oak Rd,San Francisco,OH,USA,68898,IND,2022-07-11,Churned,26480.39,REP049,2023-09-12
CUST00957,Sarah Lewis,sarah.lewis@company.com,+1-146-623-7388,3742 Pine Rd,Jacksonville,KY,USA,33174,ENT,2022-07-15,Churned,5195.94,REP023,2023-03-23
CUST00958,Sarah Allen,allens@outlook.com,(100) 406-1960,7080 Oak Blvd,Philadelphia,DE,USA,41161,WHS,2023-07-15,Inactive,20312.52,REP021,2023-09-18
CUST00959,Emily Clark,clarke@gmail.com,(633) 716-4630,1745 Cedar Ln,Austin,WV,USA,31934,WHS,2024-12-25,Suspended,42743.72,REP013,2025-02-27
CUST00960,James Miller,jmiller@example.org,(672) 156-7304,5936 Elm Ave,Denver,CT,USA,87740,STR,2021-03-05,Inactive,28861.78,REP035,2021-07-23
CUST00961,Steven Ramirez,steven.ramirez@outlook.com,117-602-2661,2401 Oak Rd,Dallas,OR,USA,15516,WHS,2024-09-14,Active,42994.28,REP017,2025-01-18
CUST00962,XYZ Inc,xyz_inc@business.net,(107) 497-7544,6462 Elm Ave,Columbus,MA,USA,24439,ENT,2024-10-16,Active,2498.51,REP042,2024-11-03
CUST00963,Acme Ltd,acme.ltd@business.net,697-995-9322,1984 Pine Ln,Washington,NV,USA,89338,ENT,2025-02-03,Suspended,44085.51,REP046,2025-02-11
CUST00964,Michael Torres,michael.torres@yahoo.com,+1-514-904-5490,4279 Washington St,Seattle,VT,USA,23396,GOV,2023-04-09,Active,ERROR,REP016,2024-10-20
CUST00965,Strategic Partners,partnerss#company.com,+1-368-448-7526,9463 Main Pl,Dallas,GA,USA,49983,MID,2022-07-29,Churned,32930.47,REP019,2024-02-28
CUST00966,Ashley Adams,ashley_adams@outlook.com,5009775680,2377 Hill Way,Houston,NM,Australia,K1E 7E8,NPO,2023-06-27,Active,37951.89,REP025,2024-09-10
CUST00967,Precision Manufacturing,precision_manufacturing@company.com,(147) 227-7485,2690 Oak Ln,Charlotte,FL,USA,29335,EDU,2021-01-17,Churned,9047.64,REP013,2022-02-09
CUST00968,Lisa Mitchell,lisa_mitchell@outlook.com,470-969-1926,5514 Cedar Ave,San Antonio,WA,USA,64225,SMB,2023-03-11,Inactive,48037.93,REP040,2023-04-14
CUST00969,Tech Innovations,tech.innovations@outlook.com,815-756-2230,4445 Cedar Pl,Charlotte,PA,USA,49811,SMB,2021-09-17,Inactive,4923.78,REP008,2022-05-28
CUST00970,Kimberly Martinez,kmartinez@example.org,2665186632,8608 Washington Rd,El Paso,MI,USA,46993,EDU,2022-04-13,Inactive,20908.87,REP050,2022-10-19
CUST00971,Steven King,kings@yahoo.com,(290) 231-6274,5525 Main Rd,Dallas,MI,USA,79109,MID,2023-12-28,Inactive,23639.18,REP001,2024-03-10
CUST00972,Mark Sanchez,mark_sanchez@company.com,557-180-3119,6490 Hill Ln,Washington,IL,USA,27860,NPO,2023-08-27,Active,32867.68,REP003,2024-11-14
CUST00973,Charles Rivera,crivera@gmail.com,705-907-7257,1232 Lake Ave,Houston,UT,UK,H5Z 8F7,WHS,2021-06-18,Churned,4702.52,REP049,2022-11-26
CUST00974,Pinnacle Systems,systemsp@company.com,851-643-9576,1994 Elm Blvd,Charlotte,RI,USA,38782,RET,2022-04-09,Churned,45160.81,REP038,2023-12-03
CUST00975,Jessica Wilson,jessica_wilson@gmail.com,6685746073,7826 Lake Dr,New York,NJ,USA,63887,EDU,2021-08-29,Inactive,286.22,REP029,2022-07-23
CUST00976,Melissa Rodriguez,melissa.rodriguez@business.net,8805503189,,San Antonio,AL,France,N3V 1M7,NPO,2021-11-28,Active,,REP023,2024-12-27
CUST00977,Michael Lopez,mlopez@example.org,(633) 773-6067,6470 Cedar Pl,Seattle,UT,USA,12487,GOV,2022-02-19,Churned,36319.31,REP015,2023-07-20
CUST00978,Thomas Green,greent@outlook.com,737-352-9186,,Philadelphia,NY,USA,74536,IND,2023-12-20,Inactive,28441.01,REP024,2024-02-06
CUST00979,Sandra Jones,sjones@gmail.com,3057221212,6752 Oak Ln,New York,AZ,USA,89926,ENT,2022-03-04,Inactive,,REP001,2023-11-26
CUST00980,Susan Mitchell,smitchell@gmail.com,+1-895-938-5097,9976 Oak Ln,Charlotte,IA,USA,59993,IND,2022-02-12,Active,28657.56,REP030,2024-06-06
CUST00981,Matthew Lewis,matthew_lewis@yahoo.com,2623736948,1796 Elm Ln,El Paso,NH,USA,74080,IND,2022-01-07,Churned,,REP022,2022-03-22
CUST00982,Michelle Miller,michelle_miller@gmail.com,8746366620,3384 Elm Way,Charlotte,PA,USA,35499,NPO,2023-08-14,Active,44197.03,REP004,2025-01-06
CUST00983,Pinnacle Systems,systemsp@company.com,+1-938-697-5343,5893 Cedar Dr,San Francisco,KY,USA,27001,GOV,2023-03-22,Suspended,,REP029,2024-08-07
CUST00984,Joshua Adams,adamsj@outlook.com,(127) 342-8224,6237 Cedar Rd,San Antonio,WA,USA,86067,STR,2021-01-12,Churned,30397.41,REP016,2024-03-02
CUST00985,Matthew Martin,matthew_martin@yahoo.com,(922) 996-5502,5248 Oak St,Detroit,GA,USA,79856,IND,2025-02-25,Active,21650.87,REP013,2025-03-30
CUST00986,Betty Robinson,brobinson@example.org,+1-370-214-6499,1243 Main Ave,New York,ID,USA,73299,RET,2022-07-30,Active,43705.24,REP021,2024-05-23
CUST00987,Prime Industries,pindustries@company.com,+1-376-822-8750,475 Elm Blvd,Columbus,AZ,USA,62885,RET,2024-04-27,Active,21692.39,REP031,2024-12-19
CUST00988,Acme Ltd,acme.ltd@business.net,572-359-6962,4170 Lake Way,Indianapolis,NH,USA,76194,SMB,2024-01-15,Active,3400.29,REP003,2024-12-28
CUST00989,Timothy Sanchez,timothy_sanchez@gmail.com,+1-624-300-1174,7676 Cedar Way,Austin,TX,USA,48149,GOV,2024-08-06,Active,24012.52,REP033,2024-11-07
CUST00990,ABC Corp,acorp@hotmail.com,864-739-9234,492 Cedar Blvd,Boston,AZ,USA,67109,SMB,2023-07-15,Pending,41259.95,REP010,2025-02-01
CUST00991,Michelle Roberts,michelle_roberts@company.com,(324) 121-3705,5887 Pine St,Philadelphia,UT,USA,13375,ENT,2021-04-21,Churned,48736.73,REP039,2021-12-31
CUST00992,Jennifer Scott,jscott@business.net,629-229-1908,1016 Elm Dr,Indianapolis,ME,USA,77660,EDU,2022-10-31,Inactive,41245.27,REP039,2022-11-04
CUST00993,Jessica Nguyen,jnguyen@business.net,+1-883-627-3262,1713 Hill Ln,Philadelphia,MS,USA,64893,RET,2023-12-13,Active,33103.03,REP006,2024-12-30
CUST00994,Lisa Nguyen,nguyenl@business.net,+1-791-918-6547,9687 Oak Ln,Detroit,AK,USA,43463,GOV,2021-03-26,Inactive,14594.99,REP016,2022-08-07
CUST00995,Mary Lewis,lewism@example.org,7792568317,5502 Pine Pl,Portland,NH,USA,45587,EDU,2023-04-26,Active,9077.99,REP019,2024-12-25
CUST00996,Linda Rodriguez,linda_rodriguez@yahoo.com,+1-995-438-6966,9425 Washington Pl,Dallas,WA,Canada,E4V 6Z7,IND,2022-03-21,Active,16561.62,REP038,2025-02-06
CUST00997,ABC Corp,abc.corp@hotmail.com,(256) 602-3417,3408 Pine Ave,Charlotte,SD,USA,57780,EDU,2023-07-12,Active,39536.26,REP023,2024-09-25
CUST00998,Lisa White,lisa_white@outlook.com,(981) 882-7793,591 Hill Way,Portland,VA,USA,72082,ENT,2023-06-11,Inactive,16548.49,REP031,2023-12-19
CUST00999,Stephanie Hernandez,shernandez@yahoo.com,(730) 798-4974,1541 Main Ln,Jacksonville,WI,USA,22168,ENT,2021-07-11,Suspended,10310.0,REP003,2025-01-12
CUST01000,Prime Industries,prime_industries@yahoo.com,+1-631-273-2028,4742 Lake Ave,Portland,WI,USA,62976,STR,2024-06-05,Suspended,13721.16,REP009,2024-09-10
CUST01001,Paul Anderson,paul_anderson@outlook.com,8848003727,9918 Washington Way,San Diego,NH,USA,77932,ENT,2022-09-05,Inactive,27528.34,REP029,2024-02-11
CUST01002,Nancy Moore,nancy_moore@outlook.com,355-194-6358,4673 Main Blvd,Boston,MO,USA,11456,RET,2024-06-02,Active,40279.67,REP018,2025-03-19
CUST01003,Donna Harris,donna.harris@business.net,780-890-3234,7762 Cedar Rd,Charlotte,VA,USA,60699,ENT,2023-03-11,Suspended,20742.32,REP020,2024-05-12
CUST01004,Kimberly Lee,leek@company.com,(560) 778-7543,5876 Elm Ave,Detroit,FL,Japan,I5T 5G7,STR,2023-10-13,Active,1917.41,REP027,2025-03-09
CUST01005,Delta Dynamics,delta_dynamics#business.net,+1-151-355-6337,455 Elm Way,Jacksonville,SD,USA,81739,EDU,2022-05-30,Inactive,,REP017,2023-10-30
CUST01006,Susan Lopez,susan.lopez@hotmail.com,(787) 705-1780,8380 Oak Pl,Los Angeles,AZ,USA,20685,RET,2024-12-24,Pending,23010.49,REP042,2025-03-06
CUST01007,Charles Nguyen,charles.nguyen@hotmail.com,+1-320-424-9254,202 Lake Pl,Detroit,WV,USA,15262,NPO,2023-04-13,Pending,ERROR,REP010,2024-04-17
CUST01008,William Miller,millerw@hotmail.com,(344) 954-3539,,Columbus,MN,USA,3835,NPO,2023-04-03,Pending,20749.73,REP023,
CUST01009,Mary Clark,mary.clark@hotmail.com,4648668153,782 Washington St,Austin,NJ,Canada,C9C 7O4,MID,2021-10-26,Churned,18312.27,REP013,2023-03-23
CUST01010,Joseph Carter,carterj#outlook.com,991-991-7858,2480 Oak Rd,Los Angeles,GA,USA,44742,NPO,2024-11-26,Active,39227.65,REP041,2025-03-23
CUST01011,Lisa Mitchell,lmitchell@gmail.com,+1-200-151-4626,4160 Cedar Way,San Antonio,WI,USA,58274,GOV,2021-08-15,Active,35057.81,REP004,2024-11-01
CUST01012,Precision Manufacturing,precision_manufacturing@gmail.com,,4516 Lake St,Houston,ID,USA,91579,MID,2023-04-11,Inactive,34030.08,REP015,2024-01-05
CUST01013,Kenneth Torres,kenneth_torres@gmail.com,(555) 483-1603,1233 Main Ln,Detroit,MS,Brazil,M9G 4W2,IND,2023-08-22,Churned,49751.77,REP025,2023-11-24
CUST01014,Fusion Technologies,technologiesf@example.org,1217799150,6140 Main Dr,Fort Worth,ID,Japan,U6N 3U3,IND,2024-05-18,Suspended,33115.74,REP011,2024-09-26
CUST01015,Timothy Rodriguez,trodriguez@company.com,(127) 720-4609,7757 Main St,San Antonio,FL,USA,32031,RET,2024-07-17,Suspended,ERROR,REP043,2025-01-29
CUST01016,Kimberly Robinson,kimberly_robinson@yahoo.com,+1-413-544-1461,9842 Elm Way,Nashville,OR,USA,31920,MID,2023-08-11,Active,ERROR,REP008,2024-12-25
CUST01017,Margaret Sanchez,msanchez@company.com,(208) 534-8650,9127 Maple Ave,Charlotte,WA,USA,46982,IND,2022-05-07,Active,12014.03,REP040,2024-12-03
CUST01018,Kevin Baker,kevin_baker@company.com,8134895164,9568 Oak Blvd,Fort Worth,NY,USA,65080,WHS,2022-11-14,Pending,10619.86,REP016,2024-09-14
CUST01019,Jessica Green,jessica_green@yahoo.com,+1-154-239-5534,7965 Hill Ave,Houston,ID,USA,97091,WHS,2021-06-06,Churned,37325.83,REP008,2022-10-21
CUST01020,Andrew Hernandez,andrew.hernandez@hotmail.com,8097769109,9316 Oak Pl,San Jose,IN,USA,49487,STR,2021-09-19,Inactive,16031.31,REP023,2022-06-27
CUST01021,Acme Ltd,altd#company.com,489-705-7113,3368 Oak Way,Seattle,MO,Japan,Z9R 6K1,NPO,2022-11-08,Churned,13686.58,REP050,2024-03-28
CUST01022,Carol Moore,carol_moore@example.org,(707) 585-5267,8372 Hill Way,Washington,SC,USA,30397,WHS,2022-06-29,Active,22470.08,REP021,2024-09-27
CUST01023,Prime Industries,industriesp@outlook.com,+1-493-291-5946,6919 Maple St,Philadelphia,DE,France,Z7T 3E4,WHS,2021-06-08,Inactive,24560.55,REP006,2021-12-31
CUST01024,Sarah Nelson,nelsons@outlook.com,(150) 838-1829,6509 Cedar Ln,Phoenix,CA,USA,21194,MID,2022-08-28,Churned,,REP019,2023-04-19
CUST01025,Dorothy Perez,dperez@outlook.com,296-323-4228,8585 Elm Ave,Austin,NV,USA,82341,ENT,2023-03-29,Churned,30669.95,REP043,2023-06-05
CUST01026,Donald Scott,donald.scott@outlook.com,(698) 983-2902,4854 Oak Dr,New York,WI,USA,57424,NPO,2021-12-16,Active,29095.94,REP038,2025-02-16
CUST01027,Summit Enterprises,senterprises@gmail.com,+1-733-615-9413,4970 Hill Ave,Nashville,OH,USA,88624,ENT,2021-11-12,Inactive,19340.7,REP043,2021-11-23
CUST01028,Joshua Miller,jmiller@outlook.com,295-163-9476,3963 Pine Blvd,Seattle,KY,USA,29339,GOV,2023-05-03,Churned,47139.21,REP031,2024-03-17
CUST01029,Kenneth Thomas,kenneth_thomas@yahoo.com,7338494242,7089 Washington Pl,San Jose,AR,Japan,E2B 8U6,MID,2021-11-20,Inactive,42157.6,REP004,2021-12-10
CUST01030,Pinnacle Systems,pinnacle_systems@example.org,4543962060,8813 Cedar Blvd,Charlotte,NV,USA,40662,WHS,2023-01-29,Inactive,34995.87,REP015,2023-04-13
CUST01031,Michael Scott,michael_scott@yahoo.com,(536) 628-1349,8637 Elm Rd,Chicago,CO,USA,87748,MID,2021-12-13,Pending,32574.95,REP021,2024-10-25
CUST01032,Spectrum Brands,sbrands@gmail.com,5674869266,6892 Maple Ave,San Diego,OH,France,L2T 5R5,EDU,2022-12-10,Churned,8648.61,REP024,2022-12-17
CUST01033,Lisa Miller,lisa_miller@company.com,(805) 462-2797,3874 Washington Rd,Fort Worth,WI,USA,53932,SMB,2022-02-06,Inactive,24612.69,REP032,2023-02-27
CUST01034,Elizabeth Martinez,elizabeth_martinez@example.org,(140) 826-4255,7331 Oak Rd,Jacksonville,MD,USA,51963,MID,2022-05-01,Inactive,6088.26,REP011,2023-10-17
CUST01035,Christopher Nguyen,christopher.nguyen@outlook.com,+1-346-155-8077,531 Main Rd,Seattle,CT,USA,6348,RET,2023-05-17,Churned,35791.64,REP044,2024-01-22
CUST01036,XYZ Inc,xyz.inc@gmail.com,+1-645-556-4138,9404 Lake St,San Antonio,TX,USA,3492,GOV,2023-10-23,Churned,12865.06,REP047,2024-03-27
CUST01037,Prime Industries,pindustries@gmail.com,,1910 Cedar Ave,San Diego,MI,USA,69665,WHS,2021-03-30,Churned,2461.52,REP031,2023-07-20
CUST01038,Elizabeth Baker,elizabeth_baker@business.net,8326678437,7038 Lake Pl,Jacksonville,CA,USA,96020,ENT,2024-10-26,Suspended,10732.85,REP035,2024-11-27
CUST01039,Strategic Partners,partnerss@outlook.com,+1-760-854-8475,1959 Hill St,Charlotte,PA,USA,98779,SMB,2023-07-24,Inactive,31720.71,REP007,2024-01-04
CUST01040,Dorothy Lee,dorothy.lee@company.com,(837) 243-1540,9333 Elm Dr,New York,NE,USA,65112,IND,2023-11-11,Pending,ERROR,REP048,2024-04-28
CUST01041,Kenneth Jones,jonesk@outlook.com,8257077769,7767 Hill Blvd,Boston,VA,Mexico,Z2Y 1X1,IND,2022-12-29,Churned,33988.9,REP001,2023-07-18
CUST01042,Mary Roberts,mary_roberts@outlook.com,8104188004,8021 Oak Way,Dallas,LA,USA,48318,GOV,2024-06-20,Active,48063.34,REP004,2024-11-25
CUST01043,Andrew Scott,,336-348-3572,577 Lake Rd,Phoenix,MD,Australia,S8V 5T1,STR,2023-04-29,Active,2946.65,REP015,2024-08-22
CUST01044,Michael Robinson,michael_robinson@outlook.com,1601959382,4825 Cedar Blvd,San Diego,CO,France,L2Q 2F8,EDU,2023-06-25,Pending,44887.08,REP031,2025-03-25
CUST01045,Horizon Group,grouph@business.net,,5516 Cedar Way,Phoenix,MA,USA,30294,STR,2023-08-01,Active,41098.79,REP017,2024-05-04
CUST01046,Acme Ltd,acme_ltd#yahoo.com,3712677944,4103 Elm Rd,Seattle,KY,USA,65629,ENT,2021-02-25,Active,20526.92,REP044,2024-09-27
CUST01047,Timothy Flores,florest@business.net,(437) 422-4434,8846 Oak Dr,Washington,PA,Germany,F4E 4L9,EDU,2024-03-15,Pending,41291.31,REP033,2025-03-16
CUST01048,Pinnacle Systems,systemsp@example.org,,5967 Maple Dr,Nashville,VT,USA,43175,GOV,2024-07-11,Suspended,13746.29,REP025,
CUST01049,Strategic Partners,strategic.partners@hotmail.com,9213129140,9827 Cedar Ln,Boston,ME,USA,86390,ENT,2022-09-19,Churned,1204.75,REP017,2023-11-30
CUST01050,Summit Enterprises,summit.enterprises@hotmail.com,,4960 Cedar Ave,El Paso,MT,USA,58723,SMB,2022-12-27,Active,11633.85,REP044,2025-01-13
CUST01051,Stephanie Nguyen,stephanie.nguyen@company.com,+1-705-370-7785,5905 Elm Pl,Detroit,NC,Mexico,G2P 5V3,IND,2022-09-01,Churned,26501.27,REP009,2023-05-11
CUST01052,Amanda Moore,amanda_moore@hotmail.com,(518) 935-5433,1423 Maple Way,San Diego,NC,USA,12085,EDU,2021-02-18,Inactive,,REP009,2022-01-14
CUST01053,Joshua Hernandez,joshua.hernandez@yahoo.com,913-379-3991,3855 Lake Rd,Detroit,FL,USA,38304,WHS,2021-03-19,Churned,37334.47,REP012,2023-11-20
CUST01054,Vertex Holdings,holdingsv#yahoo.com,813-634-7313,8238 Oak Ln,Jacksonville,NM,USA,56674,MID,2021-01-25,Churned,ERROR,REP013,2021-11-03
CUST01055,Spectrum Brands,spectrum.brands@yahoo.com,4481523619,6213 Main Blvd,Columbus,OH,USA,1770,MID,2024-09-24,Active,28082.67,REP041,2025-02-16
CUST01056,David Carter,carterd@yahoo.com,(890) 138-3152,7640 Elm Pl,Washington,AK,USA,82194,RET,2021-09-06,Pending,39738.85,REP001,2024-08-10
CUST01057,Charles Jones,cjones@outlook.com,+1-628-817-8939,180 Elm Ave,San Jose,MI,USA,67375,MID,2023-08-11,Active,19602.24,REP040,2024-07-20
CUST01058,Omega Ventures,omega.ventures@outlook.com,,3802 Hill Dr,Portland,TX,USA,9843,NPO,2021-12-31,Active,24401.0,REP025,2024-10-23
CUST01059,Pinnacle Systems,systemsp@hotmail.com,(552) 669-7872,994 Washington Way,San Francisco,TN,USA,22012,RET,2022-02-17,Inactive,11883.89,REP038,2023-09-26
CUST01060,Michelle Lee,mlee@outlook.com,+1-549-659-1239,743 Lake Rd,Fort Worth,MN,USA,68596,EDU,2022-03-20,Active,29037.26,REP028,2024-10-05
CUST01061,Donna Rodriguez,donna.rodriguez@example.org,+1-104-127-6593,9717 Oak Ln,San Diego,GA,USA,60903,NPO,2021-04-13,Inactive,ERROR,REP047,2022-07-08
CUST01062,Lisa Young,lyoung@yahoo.com,+1-228-702-9447,9964 Lake Pl,New York,WV,USA,1513,IND,2024-01-07,Active,18928.63,REP018,2024-04-24
CUST01063,Sarah Lewis,lewiss@hotmail.com,+1-344-615-8510,7931 Lake Dr,New York,WV,USA,75744,NPO,2021-03-06,Churned,26223.8,REP019,2021-06-18
CUST01064,George Young,gyoung@yahoo.com,(718) 615-9201,2738 Maple Rd,Nashville,IA,USA,78701,MID,2022-09-22,Churned,28203.03,REP002,2022-11-29
CUST01065,Global Solutions,global_solutions@outlook.com,7658127223,215 Pine Ln,Columbus,OK,USA,21078,ENT,2024-09-17,Active,40957.76,REP020,2025-03-14
CUST01066,Carol Sanchez,sanchezc@hotmail.com,9707563288,5192 Elm Ln,Philadelphia,CA,USA,85133,WHS,2023-10-04,Active,24805.88,REP009,2025-01-06
CUST01067,Steven Young,youngs@hotmail.com,+1-578-902-4803,,Charlotte,FL,USA,66595,STR,2021-10-22,Active,12363.12,REP006,2024-06-06
CUST01068,XYZ Inc,xinc@yahoo.com,+1-510-462-5122,8669 Lake Ln,Jacksonville,FL,USA,84647,NPO,2024-01-20,Active,3833.5,REP013,2025-01-10
CUST01069,Ashley Taylor,ashley_taylor@business.net,+1-534-732-8078,8901 Washington Dr,Chicago,NJ,USA,52863,NPO,2022-12-11,Inactive,34655.78,REP039,2024-03-20
CUST01070,Donna Davis,donna_davis@hotmail.com,(272) 706-4210,8050 Lake Rd,Columbus,NM,USA,16371,ENT,2025-02-14,Active,,REP042,2025-03-13
CUST01071,Dorothy Jones,dorothy.jones@business.net,+1-227-894-6985,5864 Washington Blvd,San Jose,WA,USA,29726,SMB,2024-05-27,Suspended,16895.43,REP027,2024-06-25
CUST01072,Horizon Group,grouph@hotmail.com,+1-758-606-6142,1173 Pine Blvd,Los Angeles,GA,China,Y6B 8I6,SMB,2024-10-20,Active,37306.93,REP014,2025-01-18
CUST01073,Sarah Lopez,sarah.lopez#outlook.com,595-198-3849,8111 Lake Rd,Charlotte,NV,USA,62145,ENT,2023-11-22,Churned,22246.27,REP031,2023-12-19
CUST01074,Lisa Lee,llee@yahoo.com,,1230 Elm St,Boston,CT,USA,39174,STR,2022-09-27,Active,21889.54,REP031,2024-04-19
CUST01075,Deborah Wright,dwright@hotmail.com,326-560-2833,9395 Elm Ln,San Francisco,TX,Germany,C2N 3F1,NPO,2024-06-09,Pending,36110.06,REP021,2024-11-25
CUST01076,John Smith,smithj@outlook.com,702-195-5143,2805 Lake Way,Nashville,NC,USA,76664,SMB,2025-01-08,Active,25412.82,REP029,2025-02-12
CUST01077,Christopher Nelson,cnelson@company.com,,1082 Washington Rd,Boston,FL,USA,65591,IND,2023-09-15,Inactive,44246.97,REP019,2024-01-01
CUST01078,Emily Clark,clarke@gmail.com,+1-939-487-6795,1165 Elm Dr,Detroit,NE,USA,71019,EDU,2021-09-04,Active,15747.75,REP049,2024-05-12
CUST01079,Catalyst Consulting,consultingc@example.org,112-142-4746,9428 Washington Dr,Indianapolis,KY,USA,83918,MID,2025-02-02,Active,44376.36,REP021,2025-03-27
CUST01080,Elite Services,eservices@yahoo.com,414-319-1940,8073 Maple Blvd,Denver,OK,USA,3556,MID,2023-09-10,Suspended,48949.12,REP013,2024-09-21
CUST01081,David Hill,david.hill@outlook.com,793-761-6380,4917 Lake Way,San Francisco,UT,USA,67449,RET,2024-07-30,Active,15242.07,REP028,2024-11-01
CUST01082,Matthew Hill,hillm@business.net,+1-846-116-9673,7098 Maple Pl,Philadelphia,MO,USA,29181,STR,2022-09-25,Pending,38925.26,REP021,2024-08-29
CUST01083,David Young,dyoung@company.com,9969988052,6616 Oak St,Jacksonville,CT,Germany,X7C 9B7,RET,2022-05-17,Churned,25157.46,REP036,2024-01-29
CUST01084,Deborah Mitchell,mitchelld@outlook.com,185-632-7999,5010 Pine St,Seattle,OH,USA,23303,RET,2023-12-01,Pending,1480.2,REP026,2024-11-21
CUST01085,Richard Moore,richard_moore@hotmail.com,(903) 353-1038,8311 Elm Blvd,New York,AL,USA,23029,EDU,2023-08-19,Pending,3752.49,REP013,2024-10-22
CUST01086,Omega Ventures,omega.ventures@company.com,+1-595-291-1572,397 Cedar Ave,El Paso,WY,USA,62278,WHS,2024-11-05,Suspended,785.69,REP045,
CUST01087,Global Solutions,global.solutions@outlook.com,+1-902-984-9360,1291 Elm Dr,Detroit,NY,USA,24885,IND,2024-08-01,Suspended,3023.26,REP046,2025-02-09
